supplier_id,supplier_name,country,category,performance_score,risk_score,lead_time_days,cost_per_unit,capacity_utilization,quality_rating,financial_stability
SUP_0029,Global_Supplier_29,South Korea,Logistics,0.6790037809038509,0.4403431495034942,27,120.00191435737646,0.9418846823200662,0.9682190127001724,0.9417741949490854
SUP_0030,Global_Supplier_30,South Korea,Logistics,0.9212064798261737,0.2687952436410424,6,103.59286799203817,0.6480142617669289,0.8524059215752079,0.6763482134563936
SUP_0031,Global_Supplier_31,India,Components,0.7293332895968299,0.27231479487024196,31,100.53534244272026,0.9041160381254081,0.9037608908927578,0.555125729526995
SUP_0032,Global_Supplier_32,China,Manufacturing,0.6605786024156955,0.6673956641653044,52,117.03265591487451,0.6472751367672029,0.7276260122906864,0.7835044132080886
SUP_0033,Global_Supplier_33,South Korea,Manufacturing,0.9039630110678252,0.39965298960388723,3,147.24193453594208,0.7112350649439535,0.7666035494700251,0.5129996595615207
SUP_0034,Global_Supplier_34,India,Manufacturing,0.7353872787239323,0.7026030344984634,6,147.01581457652338,0.6200912664776105,0.8855439836975416,0.6497225376377194
SUP_0035,Global_Supplier_35,Brazil,Logistics,0.7324475606704132,0.6378004349771068,29,29.774636355523885,0.7388922426914264,0.711667389704841,0.8900320760541862
SUP_0036,Global_Supplier_36,India,Components,0.7729122977364322,0.09254386028270786,35,116.6400874428665,0.7979264549892269,0.7140840592320792,0.7846364406854105
SUP_0037,Global_Supplier_37,Japan,Packaging,0.7687354976249865,0.6478769120332655,21,73.13670396107824,0.6095680586897836,0.805516577532168,0.7973851473068241
SUP_0038,Global_Supplier_38,Germany,Packaging,0.8204788851002106,0.11327931408719762,39,150.15804841408232,0.7946557424407472,0.8149811148118911,0.5708196434976258
SUP_0039,Global_Supplier_39,USA,Logistics,0.9275685467037716,0.7145827686985039,5,60.762779101329556,0.6190901272551383,0.7872640728347325,0.7656380564195808
SUP_0040,Global_Supplier_40,China,Components,0.7686771975508029,0.5381274465057508,26,77.72337376053905,0.7796599961075144,0.9013833473904355,0.5551341900921875
SUP_0041,Global_Supplier_41,USA,Packaging,0.971153380428485,0.0931076810739289,42,140.1401368075852,0.7580833279172327,0.7067334590609451,0.8389373737096372
SUP_0042,Global_Supplier_42,USA,Raw Materials,0.9643802651698203,0.3599368797190266,48,19.00111511469889,0.6877231525918224,0.7142088260375681,0.6910024909060913
SUP_0043,Global_Supplier_43,Germany,Components,0.7349142999181926,0.5696950811500219,22,73.3952885662237,0.7572776963293452,0.7772255856259083,0.8050526424076556
SUP_0044,Global_Supplier_44,Brazil,Logistics,0.7771430120604454,0.15567167993908815,59,24.885162042167927,0.6991309623299009,0.7201855904374994,0.8358782924531336
SUP_0045,Global_Supplier_45,India,Components,0.8870723651098207,0.24946711164335406,10,124.74267839663436,0.9022397401242461,0.8092394422171085,0.7698567897490496
SUP_0046,Global_Supplier_46,India,Logistics,0.9427674676673922,0.528286839713946,29,140.53571647851766,0.6898030688557752,0.9514877113411329,0.7772295527104984
SUP_0047,Global_Supplier_47,Brazil,Packaging,0.7532768579641612,0.4269599875361273,20,56.81215051203895,0.8699567417871721,0.7260536397151418,0.8283191992381767
SUP_0048,Global_Supplier_48,Germany,Packaging,0.8197127499424394,0.16055480355281693,3,13.341050722563523,0.6482184653504769,0.7401357564983695,0.536203457555998
SUP_0049,Global_Supplier_49,USA,Components,0.8964573206615084,0.7257740476414559,35,54.11494418108872,0.9022828946770167,0.7283240355556009,0.649175573343848
SUP_0050,Global_Supplier_50,USA,Logistics,0.6687904136832616,0.60511259168562,13,116.09752399137808,0.7553921579791183,0.7960515392468462,0.672952898302755
SUP_0051,Global_Supplier_51,China,Logistics,0.7293926537276325,0.531815795553448,19,23.813584154851178,0.7211844698530961,0.8797278776662776,0.5814152050440397
SUP_0052,Global_Supplier_52,India,Raw Materials,0.9702639886875993,0.701102530377919,38,148.3923627628341,0.8864024226924224,0.9737486154477784,0.7725412306225268
SUP_0053,Global_Supplier_53,Mexico,Manufacturing,0.6532274242368882,0.21698087335682942,44,78.38631993292742,0.7559343369235713,0.7698595231380538,0.9419378833280709
SUP_0054,Global_Supplier_54,Mexico,Packaging,0.7676569104250212,0.7371970141503951,59,99.1157303854396,0.8382862994841157,0.8775833457020125,0.7674095971404994
SUP_0055,Global_Supplier_55,Brazil,Manufacturing,0.8864554195711388,0.3694295039417455,31,136.85359998173956,0.9472608125444815,0.7864224673295922,0.7783549256412761
SUP_0056,Global_Supplier_56,Brazil,Components,0.9451178594169298,0.7338660835782654,17,11.22914099953464,0.6508093302184398,0.8853011263636192,0.5551328984854814
SUP_0057,Global_Supplier_57,Germany,Manufacturing,0.9003386724952271,0.5303212530853629,32,60.91649241856171,0.7108047368162461,0.7817710720985562,0.6628733316190938
SUP_0058,Global_Supplier_58,Germany,Raw Materials,0.8747337155924547,0.6275984423883394,35,56.2591613192263,0.7424379798755535,0.8161050618725635,0.8642722076839642
SUP_0059,Global_Supplier_59,Brazil,Packaging,0.9380020807389062,0.09805350284523329,18,116.3109650118633,0.8206389209895837,0.8114106767644973,0.6101762011650171
SUP_0060,Global_Supplier_60,Brazil,Manufacturing,0.9594403381001231,0.43881282282960254,36,138.34001757148877,0.6720291672225625,0.7806845939146826,0.7233868377198719
SUP_0061,Global_Supplier_61,South Korea,Components,0.9597407549376438,0.5261838215491776,13,136.2847273828757,0.7358655410646412,0.9708479583428995,0.7291317161364514
SUP_0062,Global_Supplier_62,USA,Raw Materials,0.8192687944826323,0.052901806551867464,11,83.9645055875485,0.7243304797853144,0.7401125776537025,0.5817970422263845
SUP_0063,Global_Supplier_63,USA,Components,0.9703259611165909,0.34211824592958806,16,66.2709608447488,0.850493486664728,0.9305421659696829,0.813189851867594
SUP_0064,Global_Supplier_64,South Korea,Logistics,0.9310046532785529,0.34059842413359603,56,144.2400740425577,0.899154291256101,0.7040219705191378,0.5565722190400131
SUP_0065,Global_Supplier_65,Brazil,Manufacturing,0.8226635071393117,0.2690364909712776,23,32.78136002299027,0.6014748064261366,0.703570362497686,0.7907597069580412
SUP_0066,Global_Supplier_66,India,Manufacturing,0.6926399679590297,0.6098408639769365,39,41.57633041342139,0.8152819479452882,0.7992150425445322,0.6673412427212178
SUP_0067,Global_Supplier_67,Japan,Components,0.914687192986687,0.5560165463677934,54,54.63382241958084,0.7528961938435844,0.8480450270137438,0.8742849103759416
SUP_0068,Global_Supplier_68,Germany,Logistics,0.9709994888763007,0.7189660298285734,49,15.085953943057007,0.7686683524709854,0.7882945073073232,0.5076621698548904
SUP_0069,Global_Supplier_69,Japan,Packaging,0.8745875847859148,0.6329206444732,19,141.49850729763736,0.7288690834448723,0.7227097886476218,0.9026375684218031
SUP_0070,Global_Supplier_70,Germany,Manufacturing,0.9715883558945075,0.2198801109678335,15,87.12394938017127,0.9397437655837759,0.7553481752903504,0.8895572947808313
SUP_0071,Global_Supplier_71,South Korea,Components,0.8476950376847546,0.266237153205219,5,17.33133851947138,0.8306433522427445,0.8773129780666834,0.602402725303345
SUP_0072,Global_Supplier_72,Brazil,Manufacturing,0.7137877328746093,0.337508527516554,15,138.47431820558432,0.8972806558874968,0.9232856299766692,0.5192386273301856
SUP_0073,Global_Supplier_73,Mexico,Raw Materials,0.7828261872735834,0.5414953865671174,12,83.89135299979687,0.6725923942884707,0.7514225363264863,0.8481859905587414
SUP_0074,Global_Supplier_74,Germany,Logistics,0.7846665633567883,0.22411939470363723,59,83.79713647245386,0.8359258406488858,0.767246243808913,0.5505784828846332
SUP_0075,Global_Supplier_75,South Korea,Manufacturing,0.7285222157757627,0.10877213329317148,36,13.405660229022242,0.8575642767307595,0.9748623532626697,0.9053793607396026
SUP_0076,Global_Supplier_76,Japan,Manufacturing,0.7887544452563441,0.34436350619450073,8,146.45683017142895,0.8994491217431161,0.8896322969524023,0.7478459178431903
SUP_0077,Global_Supplier_77,India,Manufacturing,0.7700991185805847,0.3391259023824337,29,136.15629981564553,0.6754853896350664,0.7001365244859646,0.6828530344143029
SUP_0078,Global_Supplier_78,India,Packaging,0.7630310790064044,0.3612519687239966,50,137.7717187953643,0.8961507487318892,0.8701478407193758,0.9252170997123681
SUP_0079,Global_Supplier_79,USA,Raw Materials,0.8271426776467595,0.18074848392129805,7,104.15831023279752,0.9019707259827754,0.8212051084338319,0.8393138707789167
SUP_0080,Global_Supplier_80,India,Packaging,0.9779403321450413,0.5341240641522567,41,43.87628626055856,0.9498240247005512,0.9191106959107402,0.9135615830575534
SUP_0081,Global_Supplier_81,Brazil,Manufacturing,0.8658113092280035,0.6524108378883389,37,102.48879006104974,0.6524804939452432,0.9302276302639751,0.5477448581138209
SUP_0082,Global_Supplier_82,Brazil,Logistics,0.8729497425297894,0.708817879617255,41,92.53041521199195,0.7294727964708521,0.9036317850007575,0.7001395072863321
SUP_0083,Global_Supplier_83,Japan,Logistics,0.7089229170616385,0.5878634478352784,6,13.778791902279341,0.8958191257863742,0.9877931774077007,0.5816739900448499
SUP_0084,Global_Supplier_84,China,Raw Materials,0.8296910754652743,0.6634358652419143,23,108.08318471050137,0.808302238059867,0.8591800266858042,0.5272411904218927
SUP_0085,Global_Supplier_85,South Korea,Packaging,0.8540022430690307,0.1645992017739787,30,28.2470794577236,0.811443425140062,0.7505646313858452,0.8761400478142741
SUP_0086,Global_Supplier_86,Japan,Packaging,0.9564859191742554,0.3990930140543323,7,114.61781083107321,0.8764855926801852,0.9888552249562493,0.5682005810015269
SUP_0087,Global_Supplier_87,Brazil,Raw Materials,0.6767997988166906,0.6709439082311488,46,95.496352462394,0.7709026324879343,0.8375626614497753,0.8640568599472908
SUP_0088,Global_Supplier_88,India,Logistics,0.7167950234034883,0.29401501228454585,41,32.634541372851544,0.8487205998131696,0.9290296154564747,0.5864945311891465
SUP_0089,Global_Supplier_89,USA,Manufacturing,0.8925295715491361,0.6066977664047364,44,18.857309765486434,0.7664727583334634,0.8294610193381631,0.5387824944579409
SUP_0090,Global_Supplier_90,Brazil,Raw Materials,0.7427545947748226,0.23053871252061597,33,103.74040688572349,0.8817695569309707,0.9133554247049428,0.9349512620211027
SUP_0091,Global_Supplier_91,Germany,Manufacturing,0.9137954177039012,0.6017344236345397,20,86.41976379462237,0.6654688658891694,0.9489331238079732,0.7747840581065075
SUP_0092,Global_Supplier_92,Brazil,Logistics,0.9755742423259752,0.14603647117463492,33,69.18210642385607,0.6940125135807574,0.7117166265592564,0.8779197707587497
SUP_0093,Global_Supplier_93,Japan,Logistics,0.8880316246096115,0.1962269259822313,6,28.828290515499422,0.8045519667884153,0.9842239248712952,0.8661997076494571
SUP_0094,Global_Supplier_94,Japan,Packaging,0.9171566211951839,0.38747836990196344,22,40.10102636754912,0.7701766866789073,0.8260776625025339,0.8604123585714405
SUP_0095,Global_Supplier_95,South Korea,Logistics,0.9516626467992272,0.6254186449543412,14,63.58114130910011,0.8559014172846169,0.8779814451684168,0.7452368917249523
SUP_0096,Global_Supplier_96,Japan,Logistics,0.8182552742420455,0.23802951509709125,23,74.84683786020868,0.70147746137527,0.7160187134746778,0.562278403846373
SUP_0097,Global_Supplier_97,Japan,Packaging,0.7079457942168556,0.27405071201674724,29,132.34882878735226,0.6651188680610193,0.8027383578006388,0.5806837393093334
SUP_0098,Global_Supplier_98,South Korea,Packaging,0.7888605465501554,0.3315976833847259,5,18.471723331245855,0.6732035169139012,0.9008064241939613,0.7347988936300388
SUP_0099,Global_Supplier_99,South Korea,Logistics,0.706724870069601,0.42552194899814105,4,113.9006862555648,0.6228876525205048,0.742798578716829,0.5382481400500548
SUP_0100,Global_Supplier_100,USA,Manufacturing,0.9670114714037784,0.25964917605608356,23,138.83816256002348,0.6951242471579928,0.755401570736095,0.9335516905646899
SUP_0101,Global_Supplier_101,South Korea,Manufacturing,0.9599286924099427,0.059084523155750204,52,104.17513069251746,0.9290054545621906,0.9622953049724956,0.9168243898936363
SUP_0102,Global_Supplier_102,Mexico,Raw Materials,0.9450271432635673,0.6767205890583511,33,35.27742668514992,0.8717102527471223,0.8226628891119947,0.557113776870408
SUP_0103,Global_Supplier_103,Japan,Raw Materials,0.9059763262923265,0.6469854378926793,24,119.41023664365511,0.7396424645169517,0.8149043815877827,0.7753796382849272
SUP_0104,Global_Supplier_104,South Korea,Components,0.7236860995068584,0.11375465748910654,54,90.24599782548387,0.8762910517343684,0.8688824066093337,0.6630229358951645
SUP_0105,Global_Supplier_105,Mexico,Components,0.9198541680036906,0.48711995962811383,43,15.912632560381791,0.6525855042699706,0.7133101575917814,0.8712309754664215
SUP_0106,Global_Supplier_106,USA,Components,0.9183181856906442,0.23686060768473766,47,22.291044264149427,0.9163097738679646,0.7912685370841136,0.685171298746349
SUP_0107,Global_Supplier_107,USA,Components,0.8416382642899646,0.6508056729127684,20,94.47788223015718,0.6798814418908719,0.8787725380840041,0.6148339286739574
SUP_0108,Global_Supplier_108,India,Components,0.6538235642385856,0.16074925955603545,11,48.50639541539145,0.8590455831010032,0.8584362589032059,0.7778303916048898
SUP_0109,Global_Supplier_109,Mexico,Raw Materials,0.7166508922642002,0.16878960618986447,8,12.622939698570088,0.6859733750862579,0.7470424403882544,0.8524884991290582
SUP_0110,Global_Supplier_110,Mexico,Packaging,0.706556635223389,0.2865451149928044,31,148.99866955174258,0.6370724165140065,0.8591868137285502,0.8630574609030841
SUP_0111,Global_Supplier_111,Germany,Manufacturing,0.8951624585607855,0.2105673976781094,12,66.02603599069829,0.618983730628492,0.9811828993810174,0.9054892006673241
SUP_0112,Global_Supplier_112,China,Manufacturing,0.7924030595577226,0.33523772775204264,23,139.62829900792713,0.6293153398970913,0.9554376563188344,0.931502887941254
SUP_0113,Global_Supplier_113,South Korea,Logistics,0.6638853948302367,0.6846342945472682,49,133.24965262885672,0.6942423518390645,0.973839587175392,0.646457652686229
SUP_0114,Global_Supplier_114,India,Logistics,0.7229883683149073,0.6106193333020862,58,89.6558692923771,0.894369988912697,0.9667088025770546,0.6456361807516925
SUP_0115,Global_Supplier_115,India,Raw Materials,0.9221966820767444,0.6685288985820123,27,89.14037148239065,0.6260259694806509,0.7361177307968918,0.8372778218148653
SUP_0116,Global_Supplier_116,South Korea,Logistics,0.9425813835173862,0.22825407409589837,45,108.66180630656845,0.8489262366486341,0.9588312993391723,0.945234771986383
SUP_0117,Global_Supplier_117,Mexico,Manufacturing,0.9239615621147906,0.7249056595348728,51,78.27090770530506,0.8332778350535905,0.955348149067986,0.7040637606493939
SUP_0118,Global_Supplier_118,India,Packaging,0.8301627213231635,0.2154603755092206,17,121.90510052776305,0.9459456631666917,0.8184512407014379,0.6573259978848671
SUP_0119,Global_Supplier_119,Japan,Manufacturing,0.9279859721908829,0.2565795193499963,52,84.83386887281456,0.6732730167938265,0.9366519974550687,0.9447818661555267
SUP_0120,Global_Supplier_120,Germany,Packaging,0.6837518636939499,0.2355630541089756,5,43.13253839956068,0.6201325840491789,0.9487666077150892,0.8239227049838427
SUP_0121,Global_Supplier_121,China,Components,0.6578289546087226,0.4552981080068268,22,142.65179841221268,0.8659227928881745,0.7058054541865104,0.5678150774507763
SUP_0122,Global_Supplier_122,Germany,Packaging,0.9320830191784226,0.3119350014242066,25,69.43910798033258,0.9448247015063157,0.737183849234464,0.6200935393595689
SUP_0123,Global_Supplier_123,India,Packaging,0.8957139801845615,0.25912583266069794,39,93.04177636084991,0.9225601581068978,0.7979481444888338,0.8829724861817354
SUP_0124,Global_Supplier_124,China,Raw Materials,0.9591419490013633,0.5800863342092483,42,122.11493253395753,0.666134277986636,0.9082052088315122,0.9442928071486125
SUP_0125,Global_Supplier_125,India,Raw Materials,0.662844233317543,0.6367682446317692,14,118.56122801721118,0.6873694231909511,0.8913099705006938,0.9370708049918444
SUP_0126,Global_Supplier_126,Brazil,Packaging,0.6984684675552963,0.6388562564042481,55,139.37287649144943,0.9322176842036998,0.9895369954843704,0.922129343405417
SUP_0127,Global_Supplier_127,Japan,Manufacturing,0.9594367529205821,0.5018373818906144,55,70.50493283453432,0.8412507793645373,0.7269850289078839,0.5932496403069675
SUP_0128,Global_Supplier_128,Brazil,Components,0.8422734570533689,0.09843211324655987,53,137.3685894382424,0.8303305199277781,0.7938046501638267,0.7488821289976838
SUP_0129,Global_Supplier_129,USA,Manufacturing,0.928797743725931,0.32049554385368356,38,139.51360719293166,0.7564413246208486,0.7442040177712892,0.7797344243389377
SUP_0130,Global_Supplier_130,Brazil,Raw Materials,0.6651904042360515,0.10870543001675007,29,12.341934679479902,0.9320489086966843,0.8053475817195171,0.9050541125520224
SUP_0131,Global_Supplier_131,South Korea,Logistics,0.7079854590020472,0.6296851760900837,55,135.31941062407384,0.6602449141502479,0.7497088025813848,0.8017105297697655
SUP_0132,Global_Supplier_132,India,Packaging,0.8689547857980588,0.18352367163909605,30,71.10072601201347,0.9480221004610689,0.9004996186672816,0.8129867560052777
SUP_0133,Global_Supplier_133,Mexico,Logistics,0.8526062510298662,0.736069871628434,51,17.242991686782158,0.8652328367736566,0.7647145657541101,0.9095601461785459
SUP_0134,Global_Supplier_134,Mexico,Components,0.8269559045682668,0.7282998957461329,14,60.08282508128727,0.6121964140789218,0.9136107560768268,0.8974225325777094
SUP_0135,Global_Supplier_135,Brazil,Manufacturing,0.9432501690042838,0.1992374111274975,39,131.04479136423248,0.8819677913811362,0.8602545731594817,0.8752749983616863
SUP_0136,Global_Supplier_136,USA,Logistics,0.7798330996622438,0.4490355482122626,18,89.12152413679745,0.8417328591359866,0.808666775827191,0.7351902157467918
SUP_0137,Global_Supplier_137,Brazil,Manufacturing,0.7637931928592597,0.25484556131138864,13,119.2581840749943,0.8684050000195254,0.8508508311607594,0.8358355512476507
SUP_0138,Global_Supplier_138,China,Components,0.7204143703351741,0.24063585827555445,20,66.7837076482945,0.6101700092479005,0.9165545429221086,0.7957384748662255
SUP_0139,Global_Supplier_139,Mexico,Logistics,0.8230590532297447,0.26251555560890166,14,111.15122126438699,0.7393140720283965,0.7270888842021617,0.8904354668461403
SUP_0140,Global_Supplier_140,Germany,Logistics,0.7590809651535805,0.4998673077144168,46,122.57001486857392,0.8595706041434535,0.891965138128191,0.699398769889179
SUP_0141,Global_Supplier_141,Brazil,Manufacturing,0.9266983954588567,0.08358879770731968,59,16.80193990142653,0.8597448706108184,0.973946939873762,0.6567921716705458
SUP_0142,Global_Supplier_142,Mexico,Packaging,0.683224466381592,0.3867197861018308,42,112.09184479394473,0.806785554150327,0.9241680832694232,0.7476528644952792
SUP_0143,Global_Supplier_143,USA,Logistics,0.6978438335967596,0.7151849465829629,4,80.68980357160946,0.9108512046956355,0.9179369014024404,0.6654476059493583
SUP_0144,Global_Supplier_144,India,Manufacturing,0.9112208890886959,0.721689669964475,26,15.616292513099221,0.769422100410711,0.8160317066559616,0.6932409618495717
SUP_0145,Global_Supplier_145,Germany,Manufacturing,0.7299707942127953,0.2057528431655189,52,49.10611013378822,0.7195719840631105,0.7766931512209135,0.6868366110112716
SUP_0146,Global_Supplier_146,South Korea,Raw Materials,0.8616166106968992,0.6390585854729237,38,114.40704400707612,0.7598074540257422,0.9761863150788377,0.5951686678903776
SUP_0147,Global_Supplier_147,China,Components,0.8050963099876179,0.39654930974052477,7,17.28720129802432,0.8303348341022555,0.8332376335852932,0.8345765346306904
SUP_0148,Global_Supplier_148,China,Manufacturing,0.7903200807853361,0.23747904440268636,3,59.26291415593359,0.9387339394998518,0.8126335222736151,0.9018524257849625
SUP_0149,Global_Supplier_149,Mexico,Packaging,0.7873318002739206,0.433159554938268,15,119.00172559350159,0.9186328473208811,0.8660296409874966,0.6719230680337231
SUP_0150,Global_Supplier_150,South Korea,Logistics,0.9592755934108546,0.4057040311721217,41,63.107416913211544,0.9030987890073146,0.8834354073651046,0.5408719486434647
SUP_0151,Global_Supplier_151,Brazil,Raw Materials,0.7667994195959229,0.18346228849875224,10,91.5013473722166,0.948663362223648,0.978898899267236,0.5431362332453913
SUP_0152,Global_Supplier_152,Germany,Packaging,0.9282811100009778,0.1772960029704413,57,108.21397119666211,0.9136969533553345,0.7652862280151599,0.6643013350437631
SUP_0153,Global_Supplier_153,Mexico,Components,0.660150497339079,0.5470756073434959,30,60.58520239548889,0.9319431271179937,0.7438765357939275,0.5896840121937835
SUP_0154,Global_Supplier_154,Germany,Logistics,0.7625825832293737,0.5543861638222167,54,67.78291637344927,0.7588609971273735,0.8333814584809311,0.7123680108834839
SUP_0155,Global_Supplier_155,Germany,Components,0.8001777487298458,0.5054843294702048,30,36.160039094880986,0.9361441958137309,0.9015679965180396,0.8110664905261264
SUP_0156,Global_Supplier_156,India,Components,0.6538225800917145,0.6741379230714637,11,149.07339777748055,0.6689846070472328,0.8897434639578417,0.7677761682143142
SUP_0157,Global_Supplier_157,China,Manufacturing,0.7930884633539319,0.24718017871674297,27,107.71230101290881,0.9264407112573558,0.7419404304830632,0.564226625197287
SUP_0158,Global_Supplier_158,Mexico,Components,0.8575912345994312,0.09949797297674612,42,93.47641323893008,0.8582421370580264,0.7202916572592162,0.7171630243224898
SUP_0159,Global_Supplier_159,India,Components,0.7583168227568082,0.329403715438651,25,104.64389082509246,0.9037078262098681,0.8722605989299886,0.5643100553285524
SUP_0160,Global_Supplier_160,Brazil,Manufacturing,0.8475093561934662,0.23936518758060443,11,144.464449478924,0.7783470250413723,0.9384486390888974,0.8900179333376239
SUP_0161,Global_Supplier_161,India,Raw Materials,0.8017668875428663,0.5316539755283448,53,59.33709616069956,0.8664753459864489,0.8656825039211766,0.5094021918360025
SUP_0162,Global_Supplier_162,Mexico,Packaging,0.9700170641826091,0.5399954472745292,15,111.91908804975316,0.7103044164835979,0.7992462567064441,0.5370763778903239
SUP_0163,Global_Supplier_163,South Korea,Raw Materials,0.8595642111772739,0.3404076105445117,11,50.87821600441333,0.9213784998938097,0.905178003543812,0.7378954580377635
SUP_0164,Global_Supplier_164,Brazil,Components,0.7260531104971869,0.2977962956381421,49,11.874932414565109,0.7696903291418042,0.9828931573383335,0.5489404036316023
SUP_0165,Global_Supplier_165,USA,Manufacturing,0.8278228460013068,0.0701006642644354,44,58.80705253291486,0.606909246397346,0.974320444260135,0.5220911198977647
SUP_0166,Global_Supplier_166,South Korea,Logistics,0.7914290572234192,0.6951037254801687,38,50.23725407533937,0.891544775692638,0.7626436139947378,0.8789178916765952
SUP_0167,Global_Supplier_167,China,Raw Materials,0.9749715872467257,0.291777818529717,30,20.905367392279253,0.8810725760408891,0.7184975764647219,0.5976609358374272
SUP_0168,Global_Supplier_168,Mexico,Packaging,0.9482766332989445,0.516217773743108,3,110.61941564410402,0.9176052975106134,0.7158994482255333,0.931044061853377
SUP_0169,Global_Supplier_169,South Korea,Logistics,0.7275651652349621,0.4312792849266598,14,40.2888476649442,0.7430937269482212,0.8577130478012402,0.6260242093131039
SUP_0170,Global_Supplier_170,Japan,Logistics,0.7892796686549353,0.697846891724745,55,91.68366753152524,0.8610708489594154,0.7109767179551156,0.6119594312534411
SUP_0171,Global_Supplier_171,USA,Logistics,0.7931379882540857,0.12494763663103081,42,110.70608983878068,0.7302591014878907,0.8323713691678778,0.6158829510547267
